"Tenant ID","Site ID","Site name","Site URL","Site template","Primary admin","Primary admin email","External sharing","Site privacy","Site sensitivity","Number of users having access","Guest user permissions","External participant permissionst","Entra group count","File count","Items with unique permissions count","PeopleInYourOrg link count","Anyone link count","EEEU permission count","Everyone permission count","Report date"
"12345678-1234-1234-1234-123456789012","a77f0eab-4b22-4c00-82fe-3e147de4c485","Quotas Support","https://contoso.sharepoint.com/sites/quotas-support","Team site","Admin User","user289@contoso.com","true","Private","","2383","0","0","3","1239","450","447","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","210b932b-6595-48ce-80bf-368d3781ba41","Backup Region","https://contoso.sharepoint.com/sites/backup-region","Team site (no Microsoft 365 group)","Admin User","user159@contoso.com","false","","","2341","0","0","0","43","31","31","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","3e0401da-616d-43b8-b93b-bec4271d8fbf","Project MIGRATION - Vendor","https://contoso.sharepoint.com/sites/project-migration-vendor","Team site","Admin User","user103@contoso.com","true","Public","","2270","3","0","6","132978","2756","2835","0","1","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","9e42f0ca-3ac6-4c8b-a7db-1a87751677c0","Team Quality 17","https://contoso.sharepoint.com/sites/team-quality17","Team site","Admin User","user467@contoso.com","true","Public","","2159","0","0","3","27471","2955","3164","0","1","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","893355d4-c6a2-483b-b541-7276cc0e9ab0","Onboarding","https://contoso.sharepoint.com/sites/onboarding","Team site (no Microsoft 365 group)","Admin User","user404@contoso.com","false","","","1959","0","0","3","342471","551","373","0","255","1","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","e2157f1e-5407-4ff4-bc76-e3bfd4ed1453","Litigation","https://contoso.sharepoint.com/sites/litigation","Team site","Admin User","user846@contoso.com","true","Private","","1770","5","0","7","5313","584","631","0","0","1","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","36831792-c02e-4260-9553-0da6ee126e48","Emea Legal","https://contoso.sharepoint.com/sites/emea-legal","Communication site","Admin User","user667@contoso.com","false","","","1322","0","0","0","1038","22","21","0","1","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","75e5867b-9433-4eb2-8dd4-40a4b85229c5","Team Data","https://contoso.sharepoint.com/sites/teamdata","Other site","Admin User","user903@contoso.com","true","","","1108","0","0","0","373","76","67","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","f2113bb3-8192-4dfd-9e00-4b4a6f0d41dc","Campaigns","https://contoso.sharepoint.com/sites/campaigns","Team site","Admin User","user736@contoso.com","true","Private","","1041","0","0","13","2521","414","380","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","ef88f62b-c838-40ba-989a-e17d839e4012","Executive Analytics","https://contoso.sharepoint.com/sites/executiveanalytics","Team site","Admin User","user475@contoso.com","true","Private","","1006","0","0","10","3500","200","215","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","485d68a0-6c8b-498d-8324-65cce4c8d918","Development Management","https://contoso.sharepoint.com/sites/developmentmanagement","Team site","Admin User","user808@contoso.com","true","Private","","981","0","0","3","3206","296","330","0","1","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","bc64eedd-137c-472b-a084-8028e885ca44","Renovations Center","https://contoso.sharepoint.com/sites/renovations-center","Team site","Admin User","user411@contoso.com","true","Private","","895","0","0","3","3016","292","326","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","ffa7f4e8-53ef-4308-9f78-2a8962b1e86c","Communications Platform","https://contoso.sharepoint.com/sites/communicationsplatform","Team site","Admin User","user838@contoso.com","true","Private","","859","0","0","3","791","123","123","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","bc9205c3-a888-4d2e-8136-bf5869d8a84e","Applications","https://contoso.sharepoint.com/sites/applications","Team site","Admin User","user350@contoso.com","true","Private","","783","0","0","3","7450","1103","1096","0","15","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","dbe0e95b-5807-4c48-9b83-69a6a378fb88","2023 Optimization Initiative","https://contoso.sharepoint.com/sites/2023-optimization","Team site (no Microsoft 365 group)","Admin User","user249@contoso.com","false","","","772","0","0","0","11","5","3","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","34e69885-78ea-42b8-9886-8f35e1adf339","2023 Upgrade Initiative","https://contoso.sharepoint.com/sites/2023-upgrade","Other site","Admin User","user667@contoso.com","true","Public","","754","0","0","4","1864","62","47","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","1df1b659-1f90-464b-b2cd-acbadb055f7d","2024 Restructuring Initiative","https://contoso.sharepoint.com/sites/2024-restructuring","Team site","Admin User","user187@contoso.com","true","Public","","751","0","0","2","901","78","61","0","19","1","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","f61940d2-ffad-4dd5-bbd3-a836d2f71d46","Project AUTOMATION - Facilities","https://contoso.sharepoint.com/sites/project-automation-facilities","Communication site","Admin User","user327@contoso.com","false","","","748","0","0","35","3365","104","99","0","1","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","f72cfd0d-0341-4982-aab6-545601588dc3","Project OPTIMIZATION - Standards","https://contoso.sharepoint.com/sites/project-optimization-standards","Team site","Admin User","user725@contoso.com","true","Private","","744","2","0","226","495681","2269","2200","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","449b3bb7-574c-41d8-945d-7cc5af81cb05","Project OPTIMIZATION - Compliance","https://contoso.sharepoint.com/sites/project-optimization-compliance","Communication site","Admin User","user646@contoso.com","false","","","683","0","0","0","5981","104","106","0","102","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","a5e42fb3-c48e-44c6-830c-f21a116ac848","Catering Collaboration","https://contoso.sharepoint.com/sites/catering-collaboration","Team site","Admin User","user634@contoso.com","true","Private","","659","0","0","4","206","45","38","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","cf6943eb-8f2e-4e0f-9964-be387112b908","Supply Archive","https://contoso.sharepoint.com/sites/supply-archive","Team site","Admin User","user520@contoso.com","true","Private","","607","0","0","6","53119","1318","1344","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","75a9233e-173c-4f9e-a0f0-dc00591aafbe","Team Security 13","https://contoso.sharepoint.com/sites/team-security13","Team site","Admin User","user439@contoso.com","true","Private","","588","0","0","3","691","7","2","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","a3554c12-67aa-4434-83ba-f0c1a59c8780","Events Projects","https://contoso.sharepoint.com/sites/events-projects","Team site","Admin User","user777@contoso.com","true","Private","","570","0","0","3","9345","979","939","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","90a85ca1-6c9e-4f15-adc2-d7cec42be38d","West Board","https://contoso.sharepoint.com/sites/west-board","Team site (no Microsoft 365 group)","Admin User","user712@contoso.com","false","","","562","0","0","0","3996","85","75","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","467f670d-8799-4d3d-b792-cc3e3534f0ea","Development","https://contoso.sharepoint.com/sites/development","Team site","Admin User","user726@contoso.com","true","Private","","544","1","0","3","820","213","186","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","d86ccc06-f488-4311-881b-636c5b568a53","Marketing Archive","https://contoso.sharepoint.com/sites/marketingarchive","Team site (no Microsoft 365 group)","Admin User","user334@contoso.com","true","Private","","538","0","0","170","1159","440","497","0","165","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","bde798a6-d3cd-431b-9ae2-5f29bf9d33dd","Crm Surveys","https://contoso.sharepoint.com/sites/crm-surveys","Communication site","Admin User","user337@contoso.com","false","","","501","0","0","0","57","13","12","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","3dafe549-545c-46ce-88c1-74352f2f49dc","Test Qa","https://contoso.sharepoint.com/sites/test-qa","Team site (no Microsoft 365 group)","Admin User","user116@contoso.com","false","","","490","0","0","1","48","4","3","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","0ea20db0-df39-48f6-9798-f480c3f17b0d","2025 Automation Initiative","https://contoso.sharepoint.com/sites/2025-automation","Team site","Admin User","user415@contoso.com","true","Private","","478","0","0","2","2142","80","30","0","18","1","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","66029b18-1027-4dc4-af73-ce3c0193ffeb","North Research","https://contoso.sharepoint.com/sites/north-research","Team site","Admin User","user562@contoso.com","true","Private","","461","0","0","3","562","50","46","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","0710ae2b-eddf-46b3-bb3c-0396dcfd1e7a","Leads Systems","https://contoso.sharepoint.com/sites/leads-systems","Team site (no Microsoft 365 group)","Admin User","user591@contoso.com","false","","","461","0","0","0","550","125","77","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","25dd65ed-1b09-4a68-a1d2-803390af31c9","Space","https://contoso.sharepoint.com/sites/space","Team site","Admin User","user369@contoso.com","true","Private","","454","0","0","3","9873","467","459","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","5e8f536f-108b-4f20-ab37-ac0e41b1232f","Project MODERNIZATION - Planning","https://contoso.sharepoint.com/sites/project-modernization-planning","Team site","Admin User","user571@contoso.com","true","Private","","446","0","0","3","900","170","107","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","45dca717-8fed-4c87-82c7-7494c62496c0","Project MODERNIZATION - Department","https://contoso.sharepoint.com/sites/project-modernization-department","Team site","Admin User","user839@contoso.com","true","Private","","424","0","0","6","1434","186","186","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","63aaecb3-99ad-4a6e-ad60-eb0d19fa454c","2024 Acquisition Initiative","https://contoso.sharepoint.com/sites/2024-acquisition","Team site","Admin User","user159@contoso.com","true","Private","","422","0","0","3","960","109","112","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","f05d9fe0-e568-4855-ac60-a49224ccf06d","Project UPGRADE - Communications","https://contoso.sharepoint.com/sites/project-upgrade-communications","Team site","Admin User","user498@contoso.com","true","Public","","399","2","0","3","213","44","43","0","1","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","19d49b62-78b6-48e8-aaa7-99844558b295","Emea Site","https://contoso.sharepoint.com/sites/emea-site","Team site","Admin User","user741@contoso.com","true","Private","","397","0","0","3","359","98","94","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","2c23ddcb-3477-4335-a211-91f173022330","Staging Office","https://contoso.sharepoint.com/sites/staging-office","Communication site","Admin User","user854@contoso.com","false","","","392","0","0","0","183","13","12","0","1","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","54b1202b-ba8f-4ea1-99ed-12796bd887d2","Archive Standards","https://contoso.sharepoint.com/sites/archive-standards","Team site (no Microsoft 365 group)","Admin User","user745@contoso.com","false","","","388","0","0","0","224","35","31","0","3","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","7ec12d88-b179-4434-90d6-46a2880e5b62","2023 Integration Initiative","https://contoso.sharepoint.com/sites/2023-integration","Team site","Admin User","user370@contoso.com","true","Private","","388","3","0","3","292","70","72","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","99efdfb7-7e8e-4fcc-af0d-657c8b70889e","Project AUTOMATION - Reporting","https://contoso.sharepoint.com/sites/project-automation-reporting","Other site","Admin User","user667@contoso.com","true","Public","","383","0","0","2","337","21","20","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","048c4535-8fbf-4fc9-8f4c-ac474724af56","Parking Workspace","https://contoso.sharepoint.com/sites/parking-workspace","Team site","Admin User","user511@contoso.com","true","Private","","352","0","0","3","2658","280","189","0","6","3","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","594345c2-f68b-4931-83ef-72f7fa4b997d","Prod Compliance","https://contoso.sharepoint.com/sites/prod-compliance","Other site","Admin User","user903@contoso.com","true","Public","","349","0","0","1","176","58","59","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","c521b34f-0a48-4730-b83a-4bd5d219113b","Project OPTIMIZATION - Finance","https://contoso.sharepoint.com/sites/project-optimization-finance","Team site","Admin User","user460@contoso.com","true","Private","","335","0","0","7","1371","162","155","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","bae587b9-afa0-4226-ad71-c6bc43c67391","Team Digital 8","https://contoso.sharepoint.com/sites/team-digital8","Team site","Admin User","user708@contoso.com","true","Private","","328","0","0","3","313","110","75","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","335e50a0-9ada-4fd4-923e-e740a06f57b0","Project DIGITIZATION - Projects","https://contoso.sharepoint.com/sites/project-digitization-projects","Team site","Admin User","user926@contoso.com","true","Private","","328","0","0","3","1","0","0","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","c505368d-245f-4445-b483-1b6c7211706e","Team Property 15","https://contoso.sharepoint.com/sites/team-property15","Team site (no Microsoft 365 group)","Admin User","user552@contoso.com","true","","","323","16","0","0","5275","197","119","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","f8e85932-7cb1-44ad-be3b-ecabfcda43ef","2025 Rollout Initiative","https://contoso.sharepoint.com/sites/2025-rollout","Communication site","Admin User","user770@contoso.com","false","","","314","0","0","0","630","72","66","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","86a992d8-ec85-4fae-9134-e976ec4c4011","Dev Office","https://contoso.sharepoint.com/sites/dev-office","Team site (no Microsoft 365 group)","Admin User","user577@contoso.com","false","","","314","0","0","0","368","29","17","0","1","1","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","03d3f742-7bd8-4b49-bd1b-502218b47027","Legal Events","https://contoso.sharepoint.com/sites/legalevents","Team site","Admin User","user441@contoso.com","true","Private","","310","0","0","9","166","24","23","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","a5f27f1b-b0a2-43d7-9f9a-38360e45f87c","2023 Acquisition Initiative","https://contoso.sharepoint.com/sites/2023-acquisition","Team site","Admin User","user756@contoso.com","true","Private","","308","0","0","4","493","87","80","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","9a117554-1b39-4cbd-a557-2721fefbc15f","Backup Research","https://contoso.sharepoint.com/sites/backup-research","Team site","Admin User","user488@contoso.com","true","Public","","305","0","0","2","2548","49","33","0","10","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","68ec1368-d284-42c5-8d64-ea440c0ff512","International Compliance","https://contoso.sharepoint.com/sites/international-compliance","Communication site","Admin User","user592@contoso.com","false","","","300","0","0","5","1789","186","124","0","1","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","97d8af2d-3b6d-45a3-8884-aed334e4952a","Recruiting Solutions","https://contoso.sharepoint.com/sites/recruiting-solutions","Team site","Admin User","user270@contoso.com","true","Public","","298","0","0","4","2281","6","4","0","1","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","dd31c628-3fb9-4da1-9075-7e438582d04f","Intellectual","https://contoso.sharepoint.com/sites/intellectual","Communication site","Admin User","user438@contoso.com","false","","","294","0","0","0","81","3","0","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","ffea39dd-ae63-40e8-b4a7-f9537c407bb2","Monitoring","https://contoso.sharepoint.com/sites/monitoring","Classic site","Admin User","user617@contoso.com","false","","","292","0","0","19","2601","17","3","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","3f93eeec-3fbc-4736-8497-a76038e76b58","Team Forecasting 3","https://contoso.sharepoint.com/sites/team-forecasting3","Team site","Admin User","user560@contoso.com","true","Public","","292","0","0","6","1927","81","81","0","1","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","3cb22f07-ba83-4655-b3ac-cb4e10497548","Team Social 13","https://contoso.sharepoint.com/sites/team-social13","Team site (no Microsoft 365 group)","Admin User","user750@contoso.com","false","","","266","0","0","0","26","22","21","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","f79f4dc1-59b5-4820-b112-766b04508996","Temp Documents","https://contoso.sharepoint.com/sites/temp-documents","Team site (no Microsoft 365 group)","Admin User","user577@contoso.com","false","","","264","0","0","0","384","216","203","0","1","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","e7d56ff5-ab96-4b9d-9b78-2c3d4638644e","Pipeline","https://contoso.sharepoint.com/sites/pipeline","Team site","Admin User","user205@contoso.com","true","Private","","264","0","0","7","977","82","91","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","cf3388eb-8ad2-48f3-abf3-4425a843eeb7","South Finance","https://contoso.sharepoint.com/sites/south-finance","Communication site","Admin User","user284@contoso.com","false","","","262","0","0","0","92","10","7","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","0b965d5f-be7b-4094-9d8f-61c19fe8c7f4","Project ROLLOUT - Development","https://contoso.sharepoint.com/sites/project-rollout-development","Communication site","Admin User","user417@contoso.com","true","","","260","0","0","1","644","32","17","0","1","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","043ca4dc-2a21-4f49-b402-2e1323729bfa","Temp Knowledge","https://contoso.sharepoint.com/sites/temp-knowledge","Communication site","Admin User","user370@contoso.com","false","","","253","0","0","0","920","80","62","0","1","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","01a36284-fd2a-4ee2-b262-65ec40ea0e00","Privacy","https://contoso.sharepoint.com/sites/privacy","Team site (no Microsoft 365 group)","Admin User","user472@contoso.com","false","","","252","0","0","0","2389","1160","1154","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","779f4387-6d6d-4d2b-9d61-b7ddc3dd8187","Project PILOT - Operations","https://contoso.sharepoint.com/sites/project-pilot-operations","Communication site","Admin User","user350@contoso.com","false","","","251","0","0","0","12884","208","160","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","5d7d5ff7-ab13-4d62-884f-d560b099760c","Project CONSOLIDATION - Division","https://contoso.sharepoint.com/sites/project-consolidation-division","Team site","Admin User","user550@contoso.com","true","Private","","248","7","0","3","2179","154","157","0","2","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","cc0fcad3-c6ee-4376-923d-c30153dad2b8","Helpdesk Dashboard","https://contoso.sharepoint.com/sites/helpdesk-dashboard","Team site","Admin User","user656@contoso.com","true","Private","","246","0","0","3","614","158","246","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","0deca451-2bc9-49c6-8a54-0e2eb4c431c3","Project RESTRUCTURING - Partner","https://contoso.sharepoint.com/sites/project-restructuring-partner","Team site","Admin User","user896@contoso.com","true","Private","","239","0","0","3","5214","1070","1035","0","16","1","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","9d885fc9-21a3-414d-9ca5-1a375c863e53","2025 Optimization Initiative","https://contoso.sharepoint.com/sites/2025-optimization","Team site","Admin User","user397@contoso.com","true","Public","","237","0","0","3","41","11","9","0","1","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","1911c3a8-56e2-471e-80a7-7af0220b2641","2025 Acquisition Initiative","https://contoso.sharepoint.com/sites/2025-acquisition","Team site","Admin User","user111@contoso.com","true","Private","","235","0","0","3","167","23","20","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","1259a67b-44ed-45e8-899e-998b7c2447ef","2023 Implementation Initiative","https://contoso.sharepoint.com/sites/2023-implementation","Team site","Admin User","user271@contoso.com","true","Private","","235","22","0","4","184","101","105","0","1","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","df80e96d-3291-4518-825a-00ccd93eb07a","Templates Hub","https://contoso.sharepoint.com/sites/templateshub","Team site","Admin User","user126@contoso.com","true","Private","","232","0","0","3","569","80","79","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","4f642ecb-1c15-4488-a9f5-7e7bf7ac15ae","Legacy Executive","https://contoso.sharepoint.com/sites/legacy-executive","Communication site","Admin User","user807@contoso.com","false","","","232","0","0","0","66095","10154","10201","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","642a7179-0ed6-474e-8a66-78829d999c00","Branding Forms","https://contoso.sharepoint.com/sites/branding-forms","Team site (no Microsoft 365 group)","Admin User","user849@contoso.com","true","","","232","8","0","3","19838","4874","4870","0","0","0","2025-09-29T02:50:45Z"
